-3.173861742019653320e+00,-1.947363495826721191e+00,2.718338072299957275e-01
-3.140321493148803711e+00,-4.176954269409179688e+00,1.908431351184844971e-01
2.817657947540283203e+00,3.192393779754638672e+00,2.325462251901626587e-01
1.309733152389526367e+00,-2.733030915260314941e-01,7.627986669540405273e-01
-2.733539819717407227e+00,-4.351862430572509766e+00,1.911760419607162476e-01
-4.449634075164794922e+00,-1.117564439773559570e+00,2.241102606058120728e-01
-3.188674926757812500e+00,4.143930912017822266e+00,1.916360408067703247e-01
-4.850447177886962891e+00,3.286741256713867188e+00,1.706167608499526978e-01
-4.114492893218994141e+00,3.139082491397857666e-01,2.213413268327713013e-01
-2.621965169906616211e+00,9.539449214935302734e-01,3.486567735671997070e-01
6.760508418083190918e-01,2.645800352096557617e+00,3.640926778316497803e-01
2.581777334213256836e+00,-2.552505970001220703e+00,2.668201327323913574e-01
-2.815349698066711426e-01,-2.479347229003906250e+00,3.868272900581359863e-01
4.407124817371368408e-01,3.275183677673339844e+00,2.957706451416015625e-01
8.672203421592712402e-01,-9.984250068664550781e-01,7.462238073348999023e-01
-1.830730438232421875e+00,-7.736888527870178223e-01,5.091595649719238281e-01
3.239456415176391602e+00,-4.816097736358642578e+00,1.659230440855026245e-01
4.409920215606689453e+00,-1.683006286621093750e+00,2.255957275629043579e-01
3.663277864456176758e+00,4.041786193847656250e+00,1.827764660120010376e-01
3.267237424850463867e+00,2.763273000717163086e+00,2.316310554742813110e-01
-8.496851325035095215e-01,-1.550348162651062012e+00,5.612654089927673340e-01
9.555660486221313477e-01,2.064762830734252930e+00,4.451519548892974854e-01
-3.581250429153442383e+00,-1.181948900222778320e+00,2.737917900085449219e-01
-4.332511425018310547e+00,-1.543508529663085938e+00,2.308904081583023071e-01
-2.240318536758422852e+00,-3.778881788253784180e+00,2.205507010221481323e-01
3.032872676849365234e+00,-2.084863424301147461e+00,2.641656994819641113e-01
-3.484874248504638672e+00,-4.704528674483299255e-02,2.749591469764709473e-01
4.933388710021972656e+00,4.206273555755615234e+00,1.518043428659439087e-01
4.252263069152832031e+00,-3.886756420135498047e+00,1.662687510251998901e-01
-1.493534147739410400e-01,1.389600783586502075e-01,4.940632820129394531e+00
1.614660024642944336e+00,-4.198850631713867188e+00,2.154942005872726440e-01
-7.857507467269897461e-01,3.206581354141235352e+00,3.004712462425231934e-01
-4.943775653839111328e+00,2.626494884490966797e+00,1.874589174985885620e-01
4.336283683776855469e+00,-3.050197362899780273e+00,1.840334385633468628e-01
-4.491525173187255859e+00,-2.249043881893157959e-01,2.122501879930496216e-01
2.309623956680297852e+00,4.132939815521240234e+00,2.114450484514236450e-01
3.027635812759399414e+00,-6.663019210100173950e-02,3.318469524383544922e-01
-1.898016929626464844e+00,2.797266960144042969e+00,2.982446849346160889e-01
2.912647008895874023e+00,2.304959297180175781e+00,2.683375775814056396e-01
2.668779611587524414e+00,-2.644814968109130859e+00,2.574215233325958252e-01
4.407593250274658203e+00,-8.742535114288330078e-01,2.407733350992202759e-01
3.250723361968994141e+00,4.545363903045654297e+00,1.747532635927200317e-01
-2.216608285903930664e+00,3.191393852233886719e+00,2.586427330970764160e-01
-1.378495335578918457e+00,-6.490050554275512695e-01,6.600747108459472656e-01
3.683449983596801758e+00,2.020143270492553711e+00,2.335314005613327026e-01
-1.061767816543579102e+00,2.353085517883300781e+00,3.891600966453552246e-01
4.025743484497070312e+00,4.158100605010986328e+00,1.716942340135574341e-01
3.551277399063110352e+00,-2.146978855133056641e+00,2.344092279672622681e-01
1.956607699394226074e+00,9.334986805915832520e-01,4.517216682434082031e-01
-4.476883709430694580e-01,2.298885583877563477e-01,2.003549814224243164e+00
-3.322090148925781250e+00,2.907138109207153320e+00,2.261729091405868530e-01
-4.539210319519042969e+00,2.801744937896728516e+00,1.825571805238723755e-01
1.647331118583679199e+00,1.829854726791381836e+00,4.054923355579376221e-01
-4.583782672882080078e+00,-1.103595018386840820e+00,2.179618328809738159e-01
-4.125179767608642578e+00,2.716468334197998047e+00,1.972829848527908325e-01
4.115878582000732422e+00,-2.408105373382568359e+00,2.039227932691574097e-01
4.201490879058837891e+00,-1.965564787387847900e-01,2.413674741983413696e-01
4.963529586791992188e+00,-1.667204618453979492e+00,2.131215184926986694e-01
-8.175373077392578125e-01,4.479309320449829102e-01,1.091613173484802246e+00
-3.682885408401489258e+00,3.763271808624267578e+00,1.884718835353851318e-01
-9.010109901428222656e-01,2.741809129714965820e+00,3.458024561405181885e-01
4.622541427612304688e+00,-1.547452360391616821e-01,2.235698252916336060e-01
4.483246803283691406e+00,-4.563229560852050781e+00,1.495412588119506836e-01
